soma_joinid,citation,collection_id,collection_name,collection_doi,collection_doi_label,dataset_id,dataset_version_id,dataset_title,dataset_h5ad_path,dataset_total_cell_count
508,Publication: https://doi.org/10.1016/j.immuni.2021.03.005 Dataset Version: https://datasets.cellxgene.cziscience.com/c62d5199-a6e5-4d8a-b3b2-648b033fc6a1.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/29f92179-ca10-4309-a32b-d383d80347c1,29f92179-ca10-4309-a32b-d383d80347c1,Longitudinal profiling of respiratory and systemic immune responses reveals myeloid cell-driven lung inflammation in severe COVID-19,10.1016/j.immuni.2021.03.005,Szabo et al. (2021) Immunity,f156606a-dd9a-49fd-bc40-0e069b6cf07c,c62d5199-a6e5-4d8a-b3b2-648b033fc6a1,49 years old male - Airway Wash (2 days post-intubation),f156606a-dd9a-49fd-bc40-0e069b6cf07c.h5ad,9852
524,Publication: https://doi.org/10.1016/j.immuni.2021.03.005 Dataset Version: https://datasets.cellxgene.cziscience.com/a5fd890d-4680-4c55-8403-dc1ebdfab656.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/29f92179-ca10-4309-a32b-d383d80347c1,29f92179-ca10-4309-a32b-d383d80347c1,Longitudinal profiling of respiratory and systemic immune responses reveals myeloid cell-driven lung inflammation in severe COVID-19,10.1016/j.immuni.2021.03.005,Szabo et al. (2021) Immunity,bd3e3487-c1e6-4298-b9de-8bdcf3f938d7,a5fd890d-4680-4c55-8403-dc1ebdfab656,66 years old female - Airway Wash (2 days post-intubation),bd3e3487-c1e6-4298-b9de-8bdcf3f938d7.h5ad,7025
528,Publication: https://doi.org/10.1016/j.cell.2022.11.005 Dataset Version: https://datasets.cellxgene.cziscience.com/e84254b5-8eb9-4b41-b9d4-b8e6ceb273eb.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/2d2e2acd-dade-489f-a2da-6c11aa654028,2d2e2acd-dade-489f-a2da-6c11aa654028,A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,10.1016/j.cell.2022.11.005,He et al. (2022) Cell,0ba16f4b-cb87-4fa3-9363-19fc51eec6e7,e84254b5-8eb9-4b41-b9d4-b8e6ceb273eb,Myeloid,0ba16f4b-cb87-4fa3-9363-19fc51eec6e7.h5ad,6947
530,Publication: https://doi.org/10.1016/j.immuni.2021.03.005 Dataset Version: https://datasets.cellxgene.cziscience.com/67d1dbaa-5141-4cf8-b8ce-c37b06dc86f7.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/29f92179-ca10-4309-a32b-d383d80347c1,29f92179-ca10-4309-a32b-d383d80347c1,Longitudinal profiling of respiratory and systemic immune responses reveals myeloid cell-driven lung inflammation in severe COVID-19,10.1016/j.immuni.2021.03.005,Szabo et al. (2021) Immunity,492d9f77-c4c8-485d-92d7-7686fe6c8482,67d1dbaa-5141-4cf8-b8ce-c37b06dc86f7,74 years old female - Airway Wash (3 days post-intubation),492d9f77-c4c8-485d-92d7-7686fe6c8482.h5ad,5834
589,Publication: https://doi.org/10.1038/s41586-020-2496-1 Dataset Version: https://datasets.cellxgene.cziscience.com/5f566cc5-2818-4d5e-bb70-1d8c55f0570b.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/0b9d8a04-bb9d-44da-aa27-705bb65b54eb,0b9d8a04-bb9d-44da-aa27-705bb65b54eb,Tabula Muris Senis,10.1038/s41586-020-2496-1,The Tabula Muris Consortium et al. (2020) Nature,05e6f6e3-0473-4b85-9f94-bcc5f1b5e04b,5f566cc5-2818-4d5e-bb70-1d8c55f0570b,Lung - A single-cell transcriptomic atlas characterizes ageing tissues in the mouse - Smart-seq2,05e6f6e3-0473-4b85-9f94-bcc5f1b5e04b.h5ad,5218
629,Publication: https://doi.org/10.1016/j.immuni.2021.03.005 Dataset Version: https://datasets.cellxgene.cziscience.com/e6233e9b-74fb-43da-b33a-15d1f8b52810.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/29f92179-ca10-4309-a32b-d383d80347c1,29f92179-ca10-4309-a32b-d383d80347c1,Longitudinal profiling of respiratory and systemic immune responses reveals myeloid cell-driven lung inflammation in severe COVID-19,10.1016/j.immuni.2021.03.005,Szabo et al. (2021) Immunity,db59611b-42de-4035-93aa-1ed39f38b467,e6233e9b-74fb-43da-b33a-15d1f8b52810,49 years old male - Fresh PBMCs (2 days post-intubation),db59611b-42de-4035-93aa-1ed39f38b467.h5ad,11574
638,Publication: https://doi.org/10.1016/j.immuni.2021.03.005 Dataset Version: https://datasets.cellxgene.cziscience.com/15496cc3-fd95-4b8a-adbd-10ff93359bf8.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/29f92179-ca10-4309-a32b-d383d80347c1,29f92179-ca10-4309-a32b-d383d80347c1,Longitudinal profiling of respiratory and systemic immune responses reveals myeloid cell-driven lung inflammation in severe COVID-19,10.1016/j.immuni.2021.03.005,Szabo et al. (2021) Immunity,eeacb0c1-2217-4cf6-b8ce-1f0fedf1b569,15496cc3-fd95-4b8a-adbd-10ff93359bf8,49 years old male - Fresh PBMCs (3 days post-intubation),eeacb0c1-2217-4cf6-b8ce-1f0fedf1b569.h5ad,9337
675,Publication: https://doi.org/10.1038/s41588-022-01243-4 Dataset Version: https://datasets.cellxgene.cziscience.com/d181dce8-5a58-42f5-9de3-8eb3c726b44a.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c,c1241244-b22d-483d-875b-75699efb9f3c,A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,10.1038/s41588-022-01243-4,Madissoon et al. (2023) Nat Genet,b3d060c6-bbd7-4db0-9ef7-9df42475875a,d181dce8-5a58-42f5-9de3-8eb3c726b44a,Lymphoid cells,b3d060c6-bbd7-4db0-9ef7-9df42475875a.h5ad,37502
774,Publication: https://doi.org/10.1016/j.cell.2022.11.005 Dataset Version: https://datasets.cellxgene.cziscience.com/6f62b874-6776-4834-b674-1cc9e80fc1da.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/2d2e2acd-dade-489f-a2da-6c11aa654028,2d2e2acd-dade-489f-a2da-6c11aa654028,A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,10.1016/j.cell.2022.11.005,He et al. (2022) Cell,e8a11a27-9c47-4673-b65d-11b9cd6065e1,6f62b874-6776-4834-b674-1cc9e80fc1da,Epithelium (no cilium),e8a11a27-9c47-4673-b65d-11b9cd6065e1.h5ad,9096
776,Publication: https://doi.org/10.1016/j.cell.2022.11.005 Dataset Version: https://datasets.cellxgene.cziscience.com/7b14a2b1-28b7-42c6-ab11-465700f5d007.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/2d2e2acd-dade-489f-a2da-6c11aa654028,2d2e2acd-dade-489f-a2da-6c11aa654028,A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,10.1016/j.cell.2022.11.005,He et al. (2022) Cell,1c6f271e-dfc0-48b5-8fb4-65d297a7666c,7b14a2b1-28b7-42c6-ab11-465700f5d007,pcw12_6332STDY9479170,1c6f271e-dfc0-48b5-8fb4-65d297a7666c.h5ad,4992
781,Publication: https://doi.org/10.1016/j.cell.2022.11.005 Dataset Version: https://datasets.cellxgene.cziscience.com/08115e1b-3315-4ea9-b72f-f152f7a102ab.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/2d2e2acd-dade-489f-a2da-6c11aa654028,2d2e2acd-dade-489f-a2da-6c11aa654028,A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,10.1016/j.cell.2022.11.005,He et al. (2022) Cell,e887bd14-bb23-48ed-9616-aa3f9b11c446,08115e1b-3315-4ea9-b72f-f152f7a102ab,pcw12_6332STDY9479166,e887bd14-bb23-48ed-9616-aa3f9b11c446.h5ad,4992
795,Publication: https://doi.org/10.1016/j.cell.2022.11.005 Dataset Version: https://datasets.cellxgene.cziscience.com/2af1aab1-f66b-4473-86e3-9b752adfd007.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/2d2e2acd-dade-489f-a2da-6c11aa654028,2d2e2acd-dade-489f-a2da-6c11aa654028,A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,10.1016/j.cell.2022.11.005,He et al. (2022) Cell,56139b1e-9fc5-4aab-9058-0102bc7cc74a,2af1aab1-f66b-4473-86e3-9b752adfd007,pcw14_6332STDY9479171,56139b1e-9fc5-4aab-9058-0102bc7cc74a.h5ad,4992
796,Publication: https://doi.org/10.1038/s44318-024-00328-6 Dataset Version: https://datasets.cellxgene.cziscience.com/26b855fd-b7a1-4f99-8767-4761f9c4b60e.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/92db8a7e-8761-4317-873f-15606c016ce5,92db8a7e-8761-4317-873f-15606c016ce5,A novel human fetal lung-derived alveolar organoid model reveals mechanisms of surfactant protein C maturation relevant to interstitial lung disease,10.1038/s44318-024-00328-6,Lim et al. (2025) EMBO J,781cc817-3fd0-487c-a55a-b47b2786a05d,26b855fd-b7a1-4f99-8767-4761f9c4b60e,organoid,781cc817-3fd0-487c-a55a-b47b2786a05d.h5ad,9619
806,Publication: https://doi.org/10.1038/s41586-020-2922-4 Dataset Version: https://datasets.cellxgene.cziscience.com/c88e0403-da93-40f4-99b5-f5fdeb81a82c.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/5d445965-6f1a-4b68-ba3a-b8f765155d3a,5d445965-6f1a-4b68-ba3a-b8f765155d3a,A molecular cell atlas of the human lung from single cell RNA sequencing,10.1038/s41586-020-2922-4,Travaglini et al. (2020) Nature,e04daea4-4412-45b5-989e-76a9be070a89,c88e0403-da93-40f4-99b5-f5fdeb81a82c,"Krasnow Lab Human Lung Cell Atlas, Smart-seq2",e04daea4-4412-45b5-989e-76a9be070a89.h5ad,9409
825,Publication: https://doi.org/10.1038/s41588-022-01243-4 Dataset Version: https://datasets.cellxgene.cziscience.com/449b3486-c0d9-4a0b-9fd1-0510512b6fec.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c,c1241244-b22d-483d-875b-75699efb9f3c,A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,10.1038/s41588-022-01243-4,Madissoon et al. (2023) Nat Genet,4ebcbeeb-2208-4d30-acb2-8142a5201814,449b3486-c0d9-4a0b-9fd1-0510512b6fec,Vascular endothelial cells,4ebcbeeb-2208-4d30-acb2-8142a5201814.h5ad,20855
826,Publication: https://doi.org/10.1126/sciimmunol.adf9988 Dataset Version: https://datasets.cellxgene.cziscience.com/3a09b479-2bf8-4bfc-a60f-feedaa36b2e9.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/ec329aed-22bc-4d6e-8935-8282dcb1acac,ec329aed-22bc-4d6e-8935-8282dcb1acac,Early human lung immune cell development and its role in epithelial cell fate,10.1126/sciimmunol.adf9988,Barnes et al. (2023) Sci. Immunol.,8dc858b0-b076-4326-94bb-7c2d1cd721a3,3a09b479-2bf8-4bfc-a60f-feedaa36b2e9,organoid,8dc858b0-b076-4326-94bb-7c2d1cd721a3.h5ad,8556
835,Publication: https://doi.org/10.1016/j.cell.2022.11.005 Dataset Version: https://datasets.cellxgene.cziscience.com/9c15142d-5354-45c4-b669-4d556de197bf.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/2d2e2acd-dade-489f-a2da-6c11aa654028,2d2e2acd-dade-489f-a2da-6c11aa654028,A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,10.1016/j.cell.2022.11.005,He et al. (2022) Cell,ae4817c0-7951-443d-b3b9-45b6b88986bd,9c15142d-5354-45c4-b669-4d556de197bf,pcw14_6332STDY9479167,ae4817c0-7951-443d-b3b9-45b6b88986bd.h5ad,4992
902,Publication: https://doi.org/10.1038/s41588-022-01243-4 Dataset Version: https://datasets.cellxgene.cziscience.com/c5ad29ac-1c83-42ee-8cac-47253ceb4cb4.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c,c1241244-b22d-483d-875b-75699efb9f3c,A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,10.1038/s41588-022-01243-4,Madissoon et al. (2023) Nat Genet,5944834b-e31e-4955-942a-731d75e39385,c5ad29ac-1c83-42ee-8cac-47253ceb4cb4,WSA_LngSP9258463,5944834b-e31e-4955-942a-731d75e39385.h5ad,4992
913,Publication: https://doi.org/10.1038/s41588-022-01243-4 Dataset Version: https://datasets.cellxgene.cziscience.com/e7a52d2f-2726-463f-a298-76e661e80b24.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c,c1241244-b22d-483d-875b-75699efb9f3c,A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,10.1038/s41588-022-01243-4,Madissoon et al. (2023) Nat Genet,e871881f-b42d-4500-906d-0972a14ba47d,e7a52d2f-2726-463f-a298-76e661e80b24,Fibroblasts,e871881f-b42d-4500-906d-0972a14ba47d.h5ad,20515
924,Publication: https://doi.org/10.1038/s41588-022-01243-4 Dataset Version: https://datasets.cellxgene.cziscience.com/d481e701-a12b-4930-bfeb-3e45e777e82d.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c,c1241244-b22d-483d-875b-75699efb9f3c,A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,10.1038/s41588-022-01243-4,Madissoon et al. (2023) Nat Genet,44c9d3fd-bbde-45a5-a17c-db37a75bf697,d481e701-a12b-4930-bfeb-3e45e777e82d,WSA_LngSP10972074,44c9d3fd-bbde-45a5-a17c-db37a75bf697.h5ad,4992
935,Publication: https://doi.org/10.1038/s41588-022-01243-4 Dataset Version: https://datasets.cellxgene.cziscience.com/8aea0f49-8347-4b67-a013-8181a60f60e7.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c,c1241244-b22d-483d-875b-75699efb9f3c,A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,10.1038/s41588-022-01243-4,Madissoon et al. (2023) Nat Genet,987185c0-e092-49fb-935a-cc3fa0d084ca,8aea0f49-8347-4b67-a013-8181a60f60e7,WSA_LngSP9258467,987185c0-e092-49fb-935a-cc3fa0d084ca.h5ad,4992
960,Publication: https://doi.org/10.1038/s41588-022-01243-4 Dataset Version: https://datasets.cellxgene.cziscience.com/9522954c-6f68-422f-898b-d8919c40387c.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c,c1241244-b22d-483d-875b-75699efb9f3c,A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,10.1038/s41588-022-01243-4,Madissoon et al. (2023) Nat Genet,853c4415-9820-4377-ae29-cfe61d72fbd1,9522954c-6f68-422f-898b-d8919c40387c,WSA_LngSP10972075,853c4415-9820-4377-ae29-cfe61d72fbd1.h5ad,4992
972,Publication: https://doi.org/10.1016/j.stem.2022.11.013 Dataset Version: https://datasets.cellxgene.cziscience.com/6e752091-e998-43bc-a9c0-729d79698cb6.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/2d42fb2f-e635-466e-a2f4-9ea34f2e0feb,2d42fb2f-e635-466e-a2f4-9ea34f2e0feb,Organoid modeling of human fetal lung alveolar development reveals mechanisms of cell fate patterning and neonatal respiratory disease,10.1016/j.stem.2022.11.013,Lim et al. (2023) Cell Stem Cell,43a1506b-aa9e-46a3-b288-d210f4595ddf,6e752091-e998-43bc-a9c0-729d79698cb6,Late tip organoid,43a1506b-aa9e-46a3-b288-d210f4595ddf.h5ad,20475
989,Publication: https://doi.org/10.1038/s41586-020-2496-1 Dataset Version: https://datasets.cellxgene.cziscience.com/b65b771c-baae-4b03-befc-3db63e6b9fd0.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/0b9d8a04-bb9d-44da-aa27-705bb65b54eb,0b9d8a04-bb9d-44da-aa27-705bb65b54eb,Tabula Muris Senis,10.1038/s41586-020-2496-1,The Tabula Muris Consortium et al. (2020) Nature,0fb7916e-7a68-4a4c-a441-3ab3989f29a7,b65b771c-baae-4b03-befc-3db63e6b9fd0,Lung - A single-cell transcriptomic atlas characterizes ageing tissues in the mouse - 10x,0fb7916e-7a68-4a4c-a441-3ab3989f29a7.h5ad,24540
1019,Publication: https://doi.org/10.1016/j.ccell.2021.09.008 Dataset Version: https://datasets.cellxgene.cziscience.com/0cebdf9d-4601-4d10-843e-9e415e89b3ab.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/62e8f058-9c37-48bc-9200-e767f318a8ec,62e8f058-9c37-48bc-9200-e767f318a8ec,HTAN MSK - Single cell profiling reveals novel tumor and myeloid subpopulations in small cell lung cancer,10.1016/j.ccell.2021.09.008,Chan et al. (2021) Cancer Cell,d224c8e0-c28e-4360-9e42-b3977cd83f9f,0cebdf9d-4601-4d10-843e-9e415e89b3ab,Mesenchymal cells,d224c8e0-c28e-4360-9e42-b3977cd83f9f.h5ad,8030
1030,Publication: https://doi.org/10.7554/eLife.62522 Dataset Version: https://datasets.cellxgene.cziscience.com/b1ba366b-d63b-4fdb-8bc6-c3c27dc3bd89.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/625f6bf4-2f33-4942-962e-35243d284837,625f6bf4-2f33-4942-962e-35243d284837,LungMAP — Human data from a broad age healthy donor group,10.7554/eLife.62522,Wang et al. (2020) eLife,3de0ad6d-4378-4f62-b37b-ec0b75a50d94,b1ba366b-d63b-4fdb-8bc6-c3c27dc3bd89,Single-cell multiomic profiling of human lungs across age groups,3de0ad6d-4378-4f62-b37b-ec0b75a50d94.h5ad,46500
1032,Publication: https://doi.org/10.1016/j.ccell.2021.09.008 Dataset Version: https://datasets.cellxgene.cziscience.com/ec7ff59e-1e59-4789-9635-1f41e1789ac5.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/62e8f058-9c37-48bc-9200-e767f318a8ec,62e8f058-9c37-48bc-9200-e767f318a8ec,HTAN MSK - Single cell profiling reveals novel tumor and myeloid subpopulations in small cell lung cancer,10.1016/j.ccell.2021.09.008,Chan et al. (2021) Cancer Cell,b47cf863-d90d-4fe5-a1eb-1a4785a3e329,ec7ff59e-1e59-4789-9635-1f41e1789ac5,Myeloid SCLC samples only,b47cf863-d90d-4fe5-a1eb-1a4785a3e329.h5ad,2951
1039,Publication: https://doi.org/10.15252/embj.20105114 Dataset Version: https://datasets.cellxgene.cziscience.com/667f3b2e-c7fd-49a6-a1a4-79999f1d46ad.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/6ff3401b-d72c-4940-a00c-3f0792397082,6ff3401b-d72c-4940-a00c-3f0792397082,SARS-CoV-2 receptor ACE2 and TMPRSS2 are primarily expressed in bronchial transient secretory cells,10.15252/embj.20105114,Lukassen et al. (2020) The EMBO Journal,2f132ec9-24b5-422f-9be0-ccef03b4fe28,667f3b2e-c7fd-49a6-a1a4-79999f1d46ad,Lung,2f132ec9-24b5-422f-9be0-ccef03b4fe28.h5ad,39778
1080,Publication: https://doi.org/10.1016/j.cell.2022.11.005 Dataset Version: https://datasets.cellxgene.cziscience.com/754aabd7-eb95-4f26-a62d-e31badc51dec.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/2d2e2acd-dade-489f-a2da-6c11aa654028,2d2e2acd-dade-489f-a2da-6c11aa654028,A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,10.1016/j.cell.2022.11.005,He et al. (2022) Cell,0c3901c3-2ef7-44e4-80cb-b281ea2b0de9,754aabd7-eb95-4f26-a62d-e31badc51dec,pcw17_6332STDY9479169,0c3901c3-2ef7-44e4-80cb-b281ea2b0de9.h5ad,4992
1082,Publication: https://doi.org/10.1038/s41588-022-01243-4 Dataset Version: https://datasets.cellxgene.cziscience.com/d20dc819-8352-4f16-a6f1-721f9289fbff.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c,c1241244-b22d-483d-875b-75699efb9f3c,A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,10.1038/s41588-022-01243-4,Madissoon et al. (2023) Nat Genet,8cd27ec2-250d-482d-8cab-8dc17e017e09,d20dc819-8352-4f16-a6f1-721f9289fbff,WSA_LngSP10972073,8cd27ec2-250d-482d-8cab-8dc17e017e09.h5ad,4992
1109,Publication: https://doi.org/10.1016/j.cell.2022.11.005 Dataset Version: https://datasets.cellxgene.cziscience.com/ffc60383-17e8-4d42-a142-d7f2d6fe2261.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/2d2e2acd-dade-489f-a2da-6c11aa654028,2d2e2acd-dade-489f-a2da-6c11aa654028,A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,10.1016/j.cell.2022.11.005,He et al. (2022) Cell,a6529751-6e49-4e86-93d3-ec03fcd551dc,ffc60383-17e8-4d42-a142-d7f2d6fe2261,pcw17_6332STDY9479173,a6529751-6e49-4e86-93d3-ec03fcd551dc.h5ad,4992
1113,Publication: https://doi.org/10.1016/j.cell.2022.11.005 Dataset Version: https://datasets.cellxgene.cziscience.com/19cf506a-40f0-4b00-90e5-5e3586f7241f.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/2d2e2acd-dade-489f-a2da-6c11aa654028,2d2e2acd-dade-489f-a2da-6c11aa654028,A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,10.1016/j.cell.2022.11.005,He et al. (2022) Cell,dc522d04-8e07-4e07-91a4-dd6da72ad25c,19cf506a-40f0-4b00-90e5-5e3586f7241f,pcw16_6332STDY9479172,dc522d04-8e07-4e07-91a4-dd6da72ad25c.h5ad,4992
1114,Publication: https://doi.org/10.1038/s41588-022-01243-4 Dataset Version: https://datasets.cellxgene.cziscience.com/216e6f69-b46a-475f-a25c-40d091c317cd.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c,c1241244-b22d-483d-875b-75699efb9f3c,A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,10.1038/s41588-022-01243-4,Madissoon et al. (2023) Nat Genet,728a6902-8916-47a1-b85a-ba1c922d56b7,216e6f69-b46a-475f-a25c-40d091c317cd,WSA_LngSP8759313,728a6902-8916-47a1-b85a-ba1c922d56b7.h5ad,4992
1117,Publication: https://doi.org/10.1186/s13059-019-1906-x Dataset Version: https://datasets.cellxgene.cziscience.com/5f462e5e-0e6e-45ff-84e5-d18fea2ee7d6.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/4d74781b-8186-4c9a-b659-ff4dc4601d91,4d74781b-8186-4c9a-b659-ff4dc4601d91,"scRNA-seq assessment of the human lung, spleen, and esophagus tissue stability after cold preservation",10.1186/s13059-019-1906-x,Madissoon et al. (2020) Genome Biol,2672b679-8048-4f5e-9786-f1b196ccfd08,5f462e5e-0e6e-45ff-84e5-d18fea2ee7d6,Lung Parenchyma,2672b679-8048-4f5e-9786-f1b196ccfd08.h5ad,57019
1134,Publication: https://doi.org/10.1186/s13059-019-1906-x Dataset Version: https://datasets.cellxgene.cziscience.com/846e62cb-ff85-45bc-b551-0c46f174636e.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/4d74781b-8186-4c9a-b659-ff4dc4601d91,4d74781b-8186-4c9a-b659-ff4dc4601d91,"scRNA-seq assessment of the human lung, spleen, and esophagus tissue stability after cold preservation",10.1186/s13059-019-1906-x,Madissoon et al. (2020) Genome Biol,644a578d-ffdc-446b-9679-e7ab4c919c13,846e62cb-ff85-45bc-b551-0c46f174636e,Spleen,644a578d-ffdc-446b-9679-e7ab4c919c13.h5ad,94256
1136,Publication: https://doi.org/10.1038/s41588-022-01243-4 Dataset Version: https://datasets.cellxgene.cziscience.com/caab38cc-5594-445e-b361-df96bad0223f.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c,c1241244-b22d-483d-875b-75699efb9f3c,A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,10.1038/s41588-022-01243-4,Madissoon et al. (2023) Nat Genet,2c3621b8-1870-4e06-b169-252ab243118d,caab38cc-5594-445e-b361-df96bad0223f,WSA_LngSP8759311,2c3621b8-1870-4e06-b169-252ab243118d.h5ad,4992
1137,Publication: https://doi.org/10.1038/s41588-022-01243-4 Dataset Version: https://datasets.cellxgene.cziscience.com/9ed3a513-805b-405e-ab01-91e24a853a60.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c,c1241244-b22d-483d-875b-75699efb9f3c,A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,10.1038/s41588-022-01243-4,Madissoon et al. (2023) Nat Genet,a83dd1a9-d689-486b-aa8a-5036bf9d5816,9ed3a513-805b-405e-ab01-91e24a853a60,WSA_LngSP10972072,a83dd1a9-d689-486b-aa8a-5036bf9d5816.h5ad,4992
1141,Publication: https://doi.org/10.1038/s41588-022-01243-4 Dataset Version: https://datasets.cellxgene.cziscience.com/315e2c38-a9f0-43bc-8d6c-470f520b948d.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c,c1241244-b22d-483d-875b-75699efb9f3c,A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,10.1038/s41588-022-01243-4,Madissoon et al. (2023) Nat Genet,0e9d47fb-89b1-42d8-b426-2c7630b5f5fa,315e2c38-a9f0-43bc-8d6c-470f520b948d,Airway epithelial cells,0e9d47fb-89b1-42d8-b426-2c7630b5f5fa.h5ad,29505
1144,Publication: https://doi.org/10.1016/j.ccell.2021.09.008 Dataset Version: https://datasets.cellxgene.cziscience.com/7de57b59-cfe7-4600-aedb-bab372db4d63.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/62e8f058-9c37-48bc-9200-e767f318a8ec,62e8f058-9c37-48bc-9200-e767f318a8ec,HTAN MSK - Single cell profiling reveals novel tumor and myeloid subpopulations in small cell lung cancer,10.1016/j.ccell.2021.09.008,Chan et al. (2021) Cancer Cell,d4cfefa0-3a35-44eb-b848-d7a725b481e7,7de57b59-cfe7-4600-aedb-bab372db4d63,NSCLC epithelial cells,d4cfefa0-3a35-44eb-b848-d7a725b481e7.h5ad,9778
